id;genero;id_classe;categoria;nome_categoria;peso_min;peso_max;idade_min;idade_max;descricao;ativo
137;MASCULINO;SUB-23;LIGEIRO;SUB-23 MASCULINO LIGEIRO (-60 kg);55.01;60.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
138;MASCULINO;SUB-23;MEIO-LEVE;SUB-23 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
139;MASCULINO;SUB-23;LEVE;SUB-23 MASCULINO LEVE (-73 kg);66.01;73.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
140;MASCULINO;SUB-23;MEIO-MÉDIO;SUB-23 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
141;MASCULINO;SUB-23;MÉDIO;SUB-23 MASCULINO MÉDIO (-90 kg);81.01;90.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
142;MASCULINO;SUB-23;MEIO-PESADO;SUB-23 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
143;MASCULINO;SUB-23;SUPER PESADO;SUB-23 MASCULINO SUPER PESADO (+100 kg);100.01;;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
144;FEMININO;SUB-23;LIGEIRO;SUB-23 FEMININO LIGEIRO (-48 kg);44.01;48.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
145;FEMININO;SUB-23;MEIO-LEVE;SUB-23 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
146;FEMININO;SUB-23;LEVE;SUB-23 FEMININO LEVE (-57 kg);52.01;57.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
147;FEMININO;SUB-23;MEIO-MÉDIO;SUB-23 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
148;FEMININO;SUB-23;MÉDIO;SUB-23 FEMININO MÉDIO (-70 kg);63.01;70.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
149;FEMININO;SUB-23;MEIO-PESADO;SUB-23 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
150;FEMININO;SUB-23;SUPER PESADO;SUB-23 FEMININO SUPER PESADO (+78 kg);78.01;;15;22;Atletas que completam 15 a 22 anos no ano vigente. (Menores de 23 anos);1
151;MASCULINO;SÊNIOR;LIGEIRO;SÊNIOR MASCULINO LIGEIRO (-60 kg);55.01;60.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
152;MASCULINO;SÊNIOR;MEIO-LEVE;SÊNIOR MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
153;MASCULINO;SÊNIOR;LEVE;SÊNIOR MASCULINO LEVE (-73 kg);66.01;73.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
154;MASCULINO;SÊNIOR;MEIO-MÉDIO;SÊNIOR MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
155;MASCULINO;SÊNIOR;MÉDIO;SÊNIOR MASCULINO MÉDIO (-90 kg);81.01;90.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
156;MASCULINO;SÊNIOR;MEIO-PESADO;SÊNIOR MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
157;MASCULINO;SÊNIOR;SUPER PESADO;SÊNIOR MASCULINO SUPER PESADO (+100 kg);100.01;;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
158;FEMININO;SÊNIOR;LIGEIRO;SÊNIOR FEMININO LIGEIRO (-48 kg);44.01;48.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
159;FEMININO;SÊNIOR;MEIO-LEVE;SÊNIOR FEMININO MEIO-LEVE (-52 kg);48.01;52.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
160;FEMININO;SÊNIOR;LEVE;SÊNIOR FEMININO LEVE (-57 kg);52.01;57.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
161;FEMININO;SÊNIOR;MEIO-MÉDIO;SÊNIOR FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
162;FEMININO;SÊNIOR;MÉDIO;SÊNIOR FEMININO MÉDIO (-70 kg);63.01;70.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
163;FEMININO;SÊNIOR;MEIO-PESADO;SÊNIOR FEMININO MEIO-PESADO (-78 kg);70.01;78.00;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
164;FEMININO;SÊNIOR;SUPER PESADO;SÊNIOR FEMININO SUPER PESADO (+78 kg);78.01;;15;;Atletas que completam 15 anos ou mais no ano vigente. (Acima de 15 anos);1
165;MASCULINO;MASTER 1;LIGEIRO;MASTER 1 MASCULINO LIGEIRO (-60 kg);0.00;60.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
166;MASCULINO;MASTER 1;MEIO-LEVE;MASTER 1 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
167;MASCULINO;MASTER 1;LEVE;MASTER 1 MASCULINO LEVE (-73 kg);66.01;73.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
168;MASCULINO;MASTER 1;MEIO-MÉDIO;MASTER 1 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
169;MASCULINO;MASTER 1;MÉDIO;MASTER 1 MASCULINO MÉDIO (-90 kg);81.01;90.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
170;MASCULINO;MASTER 1;MEIO-PESADO;MASTER 1 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
171;MASCULINO;MASTER 1;SUPER PESADO;MASTER 1 MASCULINO SUPER PESADO (+100 kg);100.01;;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
172;FEMININO;MASTER 1;LIGEIRO;MASTER 1 FEMININO LIGEIRO (-48 kg);0.00;48.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
173;FEMININO;MASTER 1;MEIO-LEVE;MASTER 1 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
174;FEMININO;MASTER 1;LEVE;MASTER 1 FEMININO LEVE (-57 kg);52.01;57.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
175;FEMININO;MASTER 1;MEIO-MÉDIO;MASTER 1 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
176;FEMININO;MASTER 1;MÉDIO;MASTER 1 FEMININO MÉDIO (-70 kg);63.01;70.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
177;FEMININO;MASTER 1;MEIO-PESADO;MASTER 1 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
178;FEMININO;MASTER 1;SUPER PESADO;MASTER 1 FEMININO SUPER PESADO (+78 kg);78.01;;30;34;Atletas que completam 30 a 34 anos no ano vigente. (Master);1
179;MASCULINO;MASTER 2;LIGEIRO;MASTER 2 MASCULINO LIGEIRO (-60 kg);0.00;60.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
180;MASCULINO;MASTER 2;MEIO-LEVE;MASTER 2 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
181;MASCULINO;MASTER 2;LEVE;MASTER 2 MASCULINO LEVE (-73 kg);66.01;73.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
182;MASCULINO;MASTER 2;MEIO-MÉDIO;MASTER 2 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
183;MASCULINO;MASTER 2;MÉDIO;MASTER 2 MASCULINO MÉDIO (-90 kg);81.01;90.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
184;MASCULINO;MASTER 2;MEIO-PESADO;MASTER 2 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
185;MASCULINO;MASTER 2;SUPER PESADO;MASTER 2 MASCULINO SUPER PESADO (+100 kg);100.01;;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
186;FEMININO;MASTER 2;LIGEIRO;MASTER 2 FEMININO LIGEIRO (-48 kg);0.00;48.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
187;FEMININO;MASTER 2;MEIO-LEVE;MASTER 2 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
188;FEMININO;MASTER 2;LEVE;MASTER 2 FEMININO LEVE (-57 kg);52.01;57.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
189;FEMININO;MASTER 2;MEIO-MÉDIO;MASTER 2 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
190;FEMININO;MASTER 2;MÉDIO;MASTER 2 FEMININO MÉDIO (-70 kg);63.01;70.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
191;FEMININO;MASTER 2;MEIO-PESADO;MASTER 2 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
192;FEMININO;MASTER 2;SUPER PESADO;MASTER 2 FEMININO SUPER PESADO (+78 kg);78.01;;35;39;Atletas que completam 35 a 39 anos no ano vigente. (Master);1
193;MASCULINO;MASTER 3;LIGEIRO;MASTER 3 MASCULINO LIGEIRO (-60 kg);0.00;60.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
194;MASCULINO;MASTER 3;MEIO-LEVE;MASTER 3 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
195;MASCULINO;MASTER 3;LEVE;MASTER 3 MASCULINO LEVE (-73 kg);66.01;73.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
196;MASCULINO;MASTER 3;MEIO-MÉDIO;MASTER 3 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
197;MASCULINO;MASTER 3;MÉDIO;MASTER 3 MASCULINO MÉDIO (-90 kg);81.01;90.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
198;MASCULINO;MASTER 3;MEIO-PESADO;MASTER 3 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
199;MASCULINO;MASTER 3;SUPER PESADO;MASTER 3 MASCULINO SUPER PESADO (+100 kg);100.01;;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
200;FEMININO;MASTER 3;LIGEIRO;MASTER 3 FEMININO LIGEIRO (-48 kg);0.00;48.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
201;FEMININO;MASTER 3;MEIO-LEVE;MASTER 3 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
202;FEMININO;MASTER 3;LEVE;MASTER 3 FEMININO LEVE (-57 kg);52.01;57.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
203;FEMININO;MASTER 3;MEIO-MÉDIO;MASTER 3 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
204;FEMININO;MASTER 3;MÉDIO;MASTER 3 FEMININO MÉDIO (-70 kg);63.01;70.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
205;FEMININO;MASTER 3;MEIO-PESADO;MASTER 3 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
206;FEMININO;MASTER 3;SUPER PESADO;MASTER 3 FEMININO SUPER PESADO (+78 kg);78.01;;40;44;Atletas que completam 40 a 44 anos no ano vigente. (Master);1
207;MASCULINO;MASTER 4;LIGEIRO;MASTER 4 MASCULINO LIGEIRO (-60 kg);0.00;60.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
208;MASCULINO;MASTER 4;MEIO-LEVE;MASTER 4 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
209;MASCULINO;MASTER 4;LEVE;MASTER 4 MASCULINO LEVE (-73 kg);66.01;73.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
210;MASCULINO;MASTER 4;MEIO-MÉDIO;MASTER 4 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
211;MASCULINO;MASTER 4;MÉDIO;MASTER 4 MASCULINO MÉDIO (-90 kg);81.01;90.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
212;MASCULINO;MASTER 4;MEIO-PESADO;MASTER 4 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
213;MASCULINO;MASTER 4;SUPER PESADO;MASTER 4 MASCULINO SUPER PESADO (+100 kg);100.01;;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
214;FEMININO;MASTER 4;LIGEIRO;MASTER 4 FEMININO LIGEIRO (-48 kg);0.00;48.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
215;FEMININO;MASTER 4;MEIO-LEVE;MASTER 4 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
216;FEMININO;MASTER 4;LEVE;MASTER 4 FEMININO LEVE (-57 kg);52.01;57.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
217;FEMININO;MASTER 4;MEIO-MÉDIO;MASTER 4 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
218;FEMININO;MASTER 4;MÉDIO;MASTER 4 FEMININO MÉDIO (-70 kg);63.01;70.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
219;FEMININO;MASTER 4;MEIO-PESADO;MASTER 4 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
220;FEMININO;MASTER 4;SUPER PESADO;MASTER 4 FEMININO SUPER PESADO (+78 kg);78.01;;45;49;Atletas que completam 45 a 49 anos no ano vigente. (Master);1
221;MASCULINO;MASTER 5;LIGEIRO;MASTER 5 MASCULINO LIGEIRO (-60 kg);0.00;60.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
222;MASCULINO;MASTER 5;MEIO-LEVE;MASTER 5 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
223;MASCULINO;MASTER 5;LEVE;MASTER 5 MASCULINO LEVE (-73 kg);66.01;73.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
224;MASCULINO;MASTER 5;MEIO-MÉDIO;MASTER 5 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
225;MASCULINO;MASTER 5;MÉDIO;MASTER 5 MASCULINO MÉDIO (-90 kg);81.01;90.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
226;MASCULINO;MASTER 5;MEIO-PESADO;MASTER 5 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
227;MASCULINO;MASTER 5;SUPER PESADO;MASTER 5 MASCULINO SUPER PESADO (+100 kg);100.01;;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
228;FEMININO;MASTER 5;LIGEIRO;MASTER 5 FEMININO LIGEIRO (-48 kg);0.00;48.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
229;FEMININO;MASTER 5;MEIO-LEVE;MASTER 5 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
230;FEMININO;MASTER 5;LEVE;MASTER 5 FEMININO LEVE (-57 kg);52.01;57.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
231;FEMININO;MASTER 5;MEIO-MÉDIO;MASTER 5 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
232;FEMININO;MASTER 5;MÉDIO;MASTER 5 FEMININO MÉDIO (-70 kg);63.01;70.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
233;FEMININO;MASTER 5;MEIO-PESADO;MASTER 5 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
234;FEMININO;MASTER 5;SUPER PESADO;MASTER 5 FEMININO SUPER PESADO (+78 kg);78.01;;50;54;Atletas que completam 50 a 54 anos no ano vigente. (Master);1
235;MASCULINO;MASTER 6;LIGEIRO;MASTER 6 MASCULINO LIGEIRO (-60 kg);0.00;60.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
236;MASCULINO;MASTER 6;MEIO-LEVE;MASTER 6 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
237;MASCULINO;MASTER 6;LEVE;MASTER 6 MASCULINO LEVE (-73 kg);66.01;73.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
238;MASCULINO;MASTER 6;MEIO-MÉDIO;MASTER 6 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
239;MASCULINO;MASTER 6;MÉDIO;MASTER 6 MASCULINO MÉDIO (-90 kg);81.01;90.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
240;MASCULINO;MASTER 6;MEIO-PESADO;MASTER 6 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
241;MASCULINO;MASTER 6;SUPER PESADO;MASTER 6 MASCULINO SUPER PESADO (+100 kg);100.01;;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
242;FEMININO;MASTER 6;LIGEIRO;MASTER 6 FEMININO LIGEIRO (-48 kg);0.00;48.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
243;FEMININO;MASTER 6;MEIO-LEVE;MASTER 6 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
244;FEMININO;MASTER 6;LEVE;MASTER 6 FEMININO LEVE (-57 kg);52.01;57.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
245;FEMININO;MASTER 6;MEIO-MÉDIO;MASTER 6 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
246;FEMININO;MASTER 6;MÉDIO;MASTER 6 FEMININO MÉDIO (-70 kg);63.01;70.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
247;FEMININO;MASTER 6;MEIO-PESADO;MASTER 6 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
248;FEMININO;MASTER 6;SUPER PESADO;MASTER 6 FEMININO SUPER PESADO (+78 kg);78.01;;55;59;Atletas que completam 55 a 59 anos no ano vigente. (Master);1
249;MASCULINO;MASTER 7;LIGEIRO;MASTER 7 MASCULINO LIGEIRO (-60 kg);0.00;60.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
250;MASCULINO;MASTER 7;MEIO-LEVE;MASTER 7 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
251;MASCULINO;MASTER 7;LEVE;MASTER 7 MASCULINO LEVE (-73 kg);66.01;73.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
252;MASCULINO;MASTER 7;MEIO-MÉDIO;MASTER 7 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
253;MASCULINO;MASTER 7;MÉDIO;MASTER 7 MASCULINO MÉDIO (-90 kg);81.01;90.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
254;MASCULINO;MASTER 7;MEIO-PESADO;MASTER 7 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
255;MASCULINO;MASTER 7;SUPER PESADO;MASTER 7 MASCULINO SUPER PESADO (+100 kg);100.01;;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
256;FEMININO;MASTER 7;LIGEIRO;MASTER 7 FEMININO LIGEIRO (-48 kg);0.00;48.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
257;FEMININO;MASTER 7;MEIO-LEVE;MASTER 7 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
258;FEMININO;MASTER 7;LEVE;MASTER 7 FEMININO LEVE (-57 kg);52.01;57.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
259;FEMININO;MASTER 7;MEIO-MÉDIO;MASTER 7 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
260;FEMININO;MASTER 7;MÉDIO;MASTER 7 FEMININO MÉDIO (-70 kg);63.01;70.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
261;FEMININO;MASTER 7;MEIO-PESADO;MASTER 7 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
262;FEMININO;MASTER 7;SUPER PESADO;MASTER 7 FEMININO SUPER PESADO (+78 kg);78.01;;60;64;Atletas que completam 60 a 64 anos no ano vigente. (Master - Sem Shime-waza);1
263;MASCULINO;MASTER 8;LIGEIRO;MASTER 8 MASCULINO LIGEIRO (-60 kg);0.00;60.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
264;MASCULINO;MASTER 8;MEIO-LEVE;MASTER 8 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
265;MASCULINO;MASTER 8;LEVE;MASTER 8 MASCULINO LEVE (-73 kg);66.01;73.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
266;MASCULINO;MASTER 8;MEIO-MÉDIO;MASTER 8 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
267;MASCULINO;MASTER 8;MÉDIO;MASTER 8 MASCULINO MÉDIO (-90 kg);81.01;90.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
268;MASCULINO;MASTER 8;MEIO-PESADO;MASTER 8 MASCULINO MEIO-PESADO (-100 kg);90.01;100.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
269;MASCULINO;MASTER 8;SUPER PESADO;MASTER 8 MASCULINO SUPER PESADO (+100 kg);100.01;;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
270;FEMININO;MASTER 8;LIGEIRO;MASTER 8 FEMININO LIGEIRO (-48 kg);0.00;48.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
271;FEMININO;MASTER 8;MEIO-LEVE;MASTER 8 FEMININO MEIO-LEVE (-52 kg);48.01;52.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
272;FEMININO;MASTER 8;LEVE;MASTER 8 FEMININO LEVE (-57 kg);52.01;57.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
273;FEMININO;MASTER 8;MEIO-MÉDIO;MASTER 8 FEMININO MEIO-MÉDIO (-63 kg);57.01;63.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
274;FEMININO;MASTER 8;MÉDIO;MASTER 8 FEMININO MÉDIO (-70 kg);63.01;70.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
275;FEMININO;MASTER 8;MEIO-PESADO;MASTER 8 FEMININO MEIO-PESADO (-78 kg);70.01;78.00;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
276;FEMININO;MASTER 8;SUPER PESADO;MASTER 8 FEMININO SUPER PESADO (+78 kg);78.01;;65;69;Atletas que completam 65 a 69 anos no ano vigente. (Master - Sem Shime-waza);1
277;MASCULINO;MASTER 9;LIGEIRO;MASTER 9 MASCULINO LIGEIRO (-60 kg);0.00;60.00;70;;Atletas que completam 70 anos ou mais no ano vigente. (Master - A partir de 70 - Sem Shime-waza);1
278;MASCULINO;MASTER 9;MEIO-LEVE;MASTER 9 MASCULINO MEIO-LEVE (-66 kg);60.01;66.00;70;;Atletas que completam 70 anos ou mais no ano vigente. (Master - A partir de 70 - Sem Shime-waza);1
279;MASCULINO;MASTER 9;LEVE;MASTER 9 MASCULINO LEVE (-73 kg);66.01;73.00;70;;Atletas que completam 70 anos ou mais no ano vigente. (Master - A partir de 70 - Sem Shime-waza);1
280;MASCULINO;MASTER 9;MEIO-MÉDIO;MASTER 9 MASCULINO MEIO-MÉDIO (-81 kg);73.01;81.00;70;;Atletas que completam 70 anos ou mais no ano vigente. (Master - A partir de 70 - Sem Shime-waza);1
281;MASCULINO;MASTER 9;MÉDIO;MASTER 9 MASCULINO MÉDIO (-90 kg);81.01;90.00;70;;Atletas que completam 70 anos ou mais no ano vigente. (Master - A partir de 70 - Sem Shime-waza);1
